run_id,eval_id,datetime_model,datetime_eval,phase,data_mode,eta,max_depth,gamma,lambda_reg,num_boost_round,early_stopping_rounds,validation_size,time_weights_lambda,train_max_days,train_max_size,zscore_inputs_and_label,prediction_model_source,validation_before_train,remove_validation_tickers_from_train,minimum_marketcap_log,period_start,period_end,n_periods,optimal_num_boost_rounds_mean,optimal_num_boost_rounds_median,top_n,cum_return_strategy,cum_return_benchmark,ann_return_strategy,ann_return_benchmark,prob_beat_bench_1q,min_q_90pct_beat_bench,max_q_negative_worst_return,worst_1q_return,spearman_ic_mean
20260423_144417,20260423_144517,2026-04-23T14:44:49,2026-04-23T14:45:17,train,sample,0.02,3,0.1,0.3,1000,30,5000,1,90,100000,True,val,True,False,18.420680743952367,18,-4,121,31.6,6.0,30.0,1430.9075,1430.9075,1.0317,1.0317,0.0,,20.0,-69.67,0.0395
